DTW_A,DTW_B,DTW_C,LEV_A,LEV_B,LEV_C,SS_A,SS_B,SS_C
11954.437033311926,4316.127532490579,24624.052815214018,91,23,187,0.2765957446808511,0.575,0.39344262295081966
41502.860931355106,16932.457688562456,5631.129691436418,314,163,44,0.22608695652173913,0.6818181818181818,0.68
24776.869361968696,11241.871259754053,11254.096024914936,193,101,84,0.23423423423423423,0.26804123711340205,0.23853211009174313
7738.385500776956,7771.066750818886,15066.63955483029,89,60,174,0.30120481927710846,0.2765957446808511,0.47619047619047616
8845.160556386381,13797.079491623645,11315.723762921658,89,119,89,0.14857142857142858,0.38095238095238093,0.21929824561403508
18482.691888404363,19198.34586330186,13209.382635010708,160,155,98,0.15757575757575756,0.3582089552238806,0.45454545454545453
9596.538277569038,24772.97207638319,5595.7721263632675,101,166,39,0.5319148936170213,0.25806451612903225,0.5714285714285714
14872.935639641724,14523.508390182718,10906.118077480443,139,121,75,0.43333333333333335,0.2808988764044944,0.7666666666666667
6350.264463442292,12556.848579767906,12313.898787469587,49,113,100,0.38095238095238093,0.6875,0.4489795918367347
11537.287088761306,11682.828158495848,16435.972446699674,99,110,143,0.5151515151515151,0.3582089552238806,0.3287671232876712
21912.859175147274,24305.29583927167,21971.576288491462,196,219,223,0.2857142857142857,0.32894736842105265,0.46153846153846156
9346.785661461212,7624.634484760819,24508.74445938109,98,60,221,0.12440191387559808,0.41379310344827586,0.25
39029.188490146684,24820.43424447809,13751.664577655698,382,202,124,0.4339622641509434,0.22321428571428573,0.42857142857142855
1584.7323178523282,15970.053738920593,8284.507827663001,8,152,91,0.23853211009174313,0.4528301886792453,0.2988505747126437
12010.340119321612,17285.347721806007,9960.672844160466,123,143,93,0.3424657534246575,0.5609756097560976,0.8695652173913043
6039.90039124671,11838.92265720523,29598.74481268483,70,104,296,0.3968253968253968,0.15625,0.15853658536585366
21031.779478930996,23841.47827270754,16658.326408458317,187,240,163,0.33783783783783783,0.19083969465648856,0.34782608695652173
9260.455813123022,8079.47532432871,67371.11700443582,93,83,557,0.3380281690140845,0.29069767441860467,0.08666666666666667
9831.831910566903,13945.904897621616,12889.506247032637,124,117,116,0.6,0.2976190476190476,0.20634920634920634
7526.804079086554,12336.763339812062,21406.12872547014,76,126,177,0.48,0.35714285714285715,0.42857142857142855
39013.15500077079,26751.82513654669,15070.341105208356,322,243,157,0.41818181818181815,0.13089005235602094,0.2047244094488189
7469.777211002211,25842.439334962866,5350.717255493226,56,355,33,0.2,0.20634920634920634,0.26373626373626374
10594.406051784257,26785.651651392,9792.510303888712,87,288,103,0.36363636363636365,0.4098360655737705,0.3472222222222222
15566.18723628037,10078.42743730672,10485.776569900154,125,94,84,0.14606741573033707,0.1865671641791045,0.2708333333333333
13427.067822494122,14291.394403397653,15537.67505688907,108,100,121,0.5454545454545454,0.36507936507936506,0.36923076923076925
11824.205263755035,21004.325727267926,33325.39116462847,129,142,293,0.36923076923076925,0.24489795918367346,0.4
5396.483458834124,18955.207400041167,8948.349891395193,47,138,68,0.16083916083916083,0.25742574257425743,0.20909090909090908
14048.678817443339,18031.94369634134,5084.619249945888,101,167,36,0.5161290322580645,0.328125,0.15757575757575756
14010.916713298999,10636.550106442375,6711.802552954981,143,67,35,0.2962962962962963,0.425531914893617,0.6153846153846154
6582.85163558612,11168.661244524716,5431.932792403724,65,100,43,0.208,0.4634146341463415,0.4444444444444444
29293.72959924932,9491.453178576507,20348.592921831503,268,66,188,0.5238095238095238,0.29069767441860467,0.5833333333333334
18005.54141470309,15701.289170233995,30804.655988926,111,155,245,0.20512820512820512,0.4594594594594595,0.7037037037037037
5762.312385988902,7756.029462760303,4190.122979242191,47,57,28,0.24705882352941178,0.6086956521739131,0.5652173913043478
23052.657160451632,9946.387272618735,19615.909661761034,247,92,130,0.5,0.4067796610169492,0.45098039215686275
5443.904612097933,9961.867942380642,16606.770451514465,48,88,171,0.5588235294117647,0.24731182795698925,0.3132530120481928
3947.19884368386,4148.051729232181,9829.477306468392,42,30,76,0.39655172413793105,0.3058823529411765,0.20161290322580644
31187.138938086115,6787.367199013678,13744.466559118211,214,71,147,0.5714285714285714,0.2553191489361702,0.2222222222222222
27268.65286296459,18018.699985369516,7744.539871454558,200,159,55,0.29069767441860467,0.5121951219512195,0.24509803921568626
9587.816804460124,5338.842803768823,10027.218268075207,88,56,84,0.16883116883116883,0.40350877192982454,0.16546762589928057
20966.72309454631,22951.37571091469,14553.156033490794,141,170,211,0.3142857142857143,0.4888888888888889,0.47368421052631576
13785.644101113241,4914.901273832988,11812.597542061283,128,26,99,0.71875,0.875,0.32098765432098764
14610.486783646542,8429.88704166485,15249.135966078693,116,61,143,0.4807692307692308,0.5806451612903226,0.43333333333333335
4443.049798765468,5097.136003275416,6447.477181328933,28,38,40,0.5454545454545454,0.6190476190476191,0.3333333333333333
3930.9408872784084,7830.880557269214,9643.774116072736,29,68,66,0.8333333333333334,0.8076923076923077,0.35064935064935066
4944.852682979852,11922.032333938414,12845.403529099283,37,98,125,0.5777777777777777,0.43548387096774194,0.625
5472.279847280097,7446.1789700140225,11241.523784326186,36,48,99,0.625,0.3373493975903614,0.7037037037037037
5549.782290608245,11283.300963667143,7281.666852371886,45,100,63,0.7647058823529411,0.49056603773584906,0.6666666666666666
7021.389357790591,7394.936266819235,10041.581127709762,58,55,82,0.6666666666666666,0.6071428571428571,0.3181818181818182
4980.8527201588795,8276.337674246346,2977.472305138561,36,68,32,0.23529411764705882,0.4262295081967213,0.5192307692307693
4660.7829894079605,15882.732801693965,15200.26741171337,32,137,137,0.3561643835616438,0.417910447761194,0.058823529411764705
6545.7753590040675,14900.97445839958,11628.616311445274,71,144,88,0.47058823529411764,0.6666666666666666,0.421875
2837.6156349169123,7880.354266773411,14091.21778174036,28,67,124,0.3333333333333333,0.6578947368421053,0.4642857142857143
5799.764908301979,3911.496377080317,10354.14790534993,36,31,96,0.6521739130434783,0.8235294117647058,0.45161290322580644
10249.029121376088,11237.788184419423,6524.252065194012,80,85,54,0.7,0.2988505747126437,0.5581395348837209
6245.473844808372,6277.292435906719,20143.46401623826,50,44,177,0.782608695652174,0.5777777777777777,0.2641509433962264
5147.356149827233,11904.09434298592,9213.878293888547,30,109,84,0.37037037037037035,0.5777777777777777,0.27450980392156865
6749.888034449549,13105.587528699183,25422.10159847781,51,159,241,0.6206896551724138,0.6296296296296297,0.16911764705882354
4545.419403259109,12013.346893894592,13850.012595897007,46,120,127,0.6111111111111112,0.22340425531914893,0.15384615384615385
9355.792043897261,36068.917501704476,12790.918980295977,86,402,119,0.2840909090909091,0.15827338129496402,0.2876712328767123
5811.630139433668,5270.9419422673045,12381.80030704683,59,35,136,0.4838709677419355,0.17692307692307693,0.2894736842105263
4772.935077631561,20502.14174475161,7382.458079646937,48,275,56,0.23404255319148937,0.2535211267605634,0.36363636363636365
19946.15327161593,15960.727348950642,23263.989201579046,160,120,174,0.3673469387755102,0.46511627906976744,0.30434782608695654
19297.881165539016,11424.30757908713,6420.782926518442,147,118,51,0.46153846153846156,0.15333333333333332,0.5135135135135135
8504.612575475561,30602.13673998213,13373.594726831081,57,366,124,0.27692307692307694,0.5,0.56
5050.2337996927645,9239.60900563556,8049.514358699901,43,66,79,0.4,0.43478260869565216,0.48484848484848486
10673.270138278349,9495.614187025187,3180.214448178598,76,72,31,0.5454545454545454,0.11055276381909548,0.24752475247524752
7418.822437600791,24855.620317133857,25991.993955569505,44,249,277,0.5666666666666667,0.28169014084507044,0.5277777777777778
18382.562249535447,8252.212867892727,10869.13948287362,184,67,88,0.3958333333333333,0.13725490196078433,0.34615384615384615
8067.1848520952635,19720.77584246836,7109.416930237283,54,232,51,0.2169811320754717,0.10138248847926268,0.2375
9903.959027550698,22411.39435328496,11633.803709935015,78,270,110,0.46875,0.3055555555555556,0.25333333333333335
11913.735845322932,18937.169372827644,22043.6104336987,107,140,181,0.4594594594594595,0.23232323232323232,0.38181818181818183
14294.924998715318,13853.225397921651,23714.920254396933,112,123,219,0.20754716981132076,0.20869565217391303,0.25773195876288657
14546.22849477616,26749.14612751399,2818.438164813852,110,255,24,0.11206896551724138,0.2564102564102564,0.26373626373626374
5265.691800197276,14946.79689751233,7773.469724105222,30,121,57,0.1125,0.2857142857142857,0.5833333333333334
16392.78315186373,10034.479964975928,29356.61278315885,136,66,262,0.3235294117647059,0.4772727272727273,0.5384615384615384
24459.751420204957,22874.163494206357,10647.854163007043,210,166,65,0.2716049382716049,0.17006802721088435,0.4666666666666667
23035.208676743045,16572.72534855165,19563.812996472432,158,151,177,0.1984126984126984,0.16666666666666666,0.1953125
54422.98087439409,27588.64446709567,6567.322590063269,419,244,53,0.20512820512820512,0.16551724137931034,0.21296296296296297
18939.536937298948,14016.19772236545,12421.926277988869,197,127,85,0.26136363636363635,0.3116883116883117,0.1925925925925926
23950.33758336146,21190.99336244614,18332.906448759622,217,192,150,0.24468085106382978,0.38095238095238093,0.1111111111111111
24303.64676772018,17259.2455127178,20315.043745337287,199,121,159,0.125,0.2972972972972973,0.323943661971831
57188.86290853728,31884.646311272652,12812.936700045739,436,268,115,0.6666666666666666,0.27906976744186046,0.21904761904761905
27224.658191523784,29844.504785531015,28746.6639254823,204,259,232,0.3188405797101449,0.17857142857142858,0.4032258064516129
40220.8761736995,12453.073983117554,10107.066488359724,331,99,96,0.20168067226890757,0.2391304347826087,0.28378378378378377
